DNAm,metric,estimate,std.error,p.value,r2,modality,brain_metric,pFDR,significance,FDR_significance,omic_type,model
CHIT1,executive_function,-0.129947333,0.055892596,0.020358223,0.016166533,cognitive,executive function,0.475397582,Yes,No,DNAm,Model 1 (n=709)
HGFAC,executive_function,-0.011990583,0.037535603,0.74948341,0.008756248,cognitive,executive function,0.987123792,No,No,DNAm,Model 1 (n=709)
ESM1,executive_function,0.065178313,0.038073675,0.087355563,0.01272239,cognitive,executive function,0.634783756,No,No,DNAm,Model 1 (n=709)
CXCL10,executive_function,-0.025423359,0.041144054,0.536833908,0.009149953,cognitive,executive function,0.973663225,No,No,DNAm,Model 1 (n=709)
PAPPA,executive_function,-0.066287545,0.037665904,0.078862085,0.012954982,cognitive,executive function,0.62382934,No,No,DNAm,Model 1 (n=709)
SERPINA3,executive_function,0.034638076,0.038805494,0.372372383,0.009733295,cognitive,executive function,0.973663225,No,No,DNAm,Model 1 (n=709)
MMP2,executive_function,-0.001904878,0.04143013,0.963340758,0.008615543,cognitive,executive function,0.987123792,No,No,DNAm,Model 1 (n=709)
CRP,executive_function,-0.08039311,0.039549957,0.042457844,0.014397187,cognitive,executive function,0.62382934,Yes,No,DNAm,Model 1 (n=709)
MST1,executive_function,-0.069057853,0.037433563,0.065484893,0.013382146,cognitive,executive function,0.62382934,No,No,DNAm,Model 1 (n=709)
ENPP7,executive_function,-0.00520705,0.037622242,0.889961098,0.00863954,cognitive,executive function,0.987123792,No,No,DNAm,Model 1 (n=709)
C4A.C4B,executive_function,0.00595914,0.037885223,0.875057801,0.008647406,cognitive,executive function,0.987123792,No,No,DNAm,Model 1 (n=709)
MMP12,executive_function,-0.055432163,0.055177976,0.315431447,0.010031757,cognitive,executive function,0.973663225,No,No,DNAm,Model 1 (n=709)
NCAM1,executive_function,0.048519158,0.039011778,0.214021996,0.010786031,cognitive,executive function,0.898902811,No,No,DNAm,Model 1 (n=709)
CLEC11A.1,executive_function,-0.001707404,0.039715658,0.96572113,0.008615169,cognitive,executive function,0.987123792,No,No,DNAm,Model 1 (n=709)
SLITRK5,executive_function,-0.009243868,0.044290538,0.834735194,0.008673904,cognitive,executive function,0.987123792,No,No,DNAm,Model 1 (n=709)
AFM,executive_function,0.042992311,0.037550883,0.252636295,0.010455052,cognitive,executive function,0.963067565,No,No,DNAm,Model 1 (n=709)
SELL,executive_function,0.046977527,0.044486453,0.291332171,0.010180429,cognitive,executive function,0.973663225,No,No,DNAm,Model 1 (n=709)
LYZ,executive_function,-0.055822361,0.038826378,0.150951265,0.011514985,cognitive,executive function,0.786015565,No,No,DNAm,Model 1 (n=709)
MMP1,executive_function,0.008026062,0.038933378,0.836734433,0.008672408,cognitive,executive function,0.987123792,No,No,DNAm,Model 1 (n=709)
SHBG,executive_function,-0.00831683,0.058094273,0.886204057,0.008641427,cognitive,executive function,0.987123792,No,No,DNAm,Model 1 (n=709)
STC1,executive_function,-0.046880839,0.07746712,0.545260538,0.009128033,cognitive,executive function,0.973663225,No,No,DNAm,Model 1 (n=709)
GP1BA,executive_function,0.029404606,0.038144522,0.441040474,0.00944869,cognitive,executive function,0.973663225,No,No,DNAm,Model 1 (n=709)
LGALS3BP,executive_function,0.017072573,0.038239517,0.655399318,0.008893187,cognitive,executive function,0.973663225,No,No,DNAm,Model 1 (n=709)
CD163,executive_function,0.01883207,0.038451849,0.624458292,0.00895023,cognitive,executive function,0.973663225,No,No,DNAm,Model 1 (n=709)
FAP,executive_function,0.025709632,0.037875367,0.497490478,0.009260998,cognitive,executive function,0.973663225,No,No,DNAm,Model 1 (n=709)
PRSS2,executive_function,0.022534358,0.039169893,0.565273645,0.009078423,cognitive,executive function,0.973663225,No,No,DNAm,Model 1 (n=709)
NOTCH1,executive_function,0.070525537,0.040243043,0.080124869,0.012918738,cognitive,executive function,0.62382934,No,No,DNAm,Model 1 (n=709)
ICAM5,executive_function,-0.021872953,0.03805354,0.565614146,0.009077607,cognitive,executive function,0.973663225,No,No,DNAm,Model 1 (n=709)
S100A9,executive_function,-0.043039478,0.038718159,0.266685506,0.010349622,cognitive,executive function,0.963067565,No,No,DNAm,Model 1 (n=709)
OMD,executive_function,-0.000682884,0.042298563,0.987123792,0.008612933,cognitive,executive function,0.987123792,No,No,DNAm,Model 1 (n=709)
SEMA3E,executive_function,0.028346712,0.03772053,0.452607188,0.009407209,cognitive,executive function,0.973663225,No,No,DNAm,Model 1 (n=709)
SPOCK2,executive_function,0.05457008,0.03768422,0.148037543,0.011556779,cognitive,executive function,0.786015565,No,No,DNAm,Model 1 (n=709)
CRTAM,vocabulary,-0.071082488,0.037603323,0.059125033,0.048409447,cognitive,vocabulary,0.644462856,No,No,DNAm,Model 1 (n=709)
EZR,vocabulary,-0.006873666,0.037037445,0.852822155,0.043626202,cognitive,vocabulary,0.987182053,No,No,DNAm,Model 1 (n=709)
FcRL2,vocabulary,-0.025416438,0.037024599,0.492640059,0.044219198,cognitive,vocabulary,0.852098876,No,No,DNAm,Model 1 (n=709)
G.CSF,vocabulary,-0.034883789,0.037625583,0.354177017,0.044745758,cognitive,vocabulary,0.779620578,No,No,DNAm,Model 1 (n=709)
GDF.8,vocabulary,0.028555185,0.037708292,0.449144249,0.044357841,cognitive,vocabulary,0.829774969,No,No,DNAm,Model 1 (n=709)
GZMA_olink,vocabulary,-0.042889176,0.037029831,0.247161687,0.045398449,cognitive,vocabulary,0.779620578,No,No,DNAm,Model 1 (n=709)
N.CDase,vocabulary,-0.015447275,0.036996277,0.676413756,0.043816199,cognitive,vocabulary,0.888302402,No,No,DNAm,Model 1 (n=709)
NEP,vocabulary,-0.048096296,0.037139537,0.195739226,0.04585238,cognitive,vocabulary,0.688244375,No,No,DNAm,Model 1 (n=709)
NMNAT1,vocabulary,0.062969486,0.037002313,0.089239701,0.047497697,cognitive,vocabulary,0.688244375,No,No,DNAm,Model 1 (n=709)
NTRK3_olink,vocabulary,0.119594959,0.037722778,0.001588474,0.057042293,cognitive,vocabulary,0.125549137,Yes,No,DNAm,Model 1 (n=709)
SIGLEC1,vocabulary,-0.056028624,0.037386543,0.134417701,0.046620874,cognitive,vocabulary,0.688244375,No,No,DNAm,Model 1 (n=709)
SKR3,vocabulary,-0.062182677,0.037252805,0.095520769,0.047349763,cognitive,vocabulary,0.688244375,No,No,DNAm,Model 1 (n=709)
SMPD1,vocabulary,-0.055023143,0.036806262,0.135378271,0.046605958,cognitive,vocabulary,0.688244375,No,No,DNAm,Model 1 (n=709)
CCL11,vocabulary,-0.026590975,0.036923099,0.471658254,0.044283503,cognitive,vocabulary,0.842799175,No,No,DNAm,Model 1 (n=709)
CD6,vocabulary,-0.050020707,0.037262834,0.17990706,0.046021234,cognitive,vocabulary,0.688244375,No,No,DNAm,Model 1 (n=709)
CXCL10_olink,vocabulary,-0.034150995,0.037584298,0.363845526,0.044699782,cognitive,vocabulary,0.779620578,No,No,DNAm,Model 1 (n=709)
CXCL11_olink,vocabulary,0.003435318,0.037094567,0.926239953,0.043591064,cognitive,vocabulary,0.987182053,No,No,DNAm,Model 1 (n=709)
CXCL9,vocabulary,-0.024105405,0.038503438,0.531479476,0.0441116,cognitive,vocabulary,0.852098876,No,No,DNAm,Model 1 (n=709)
EN.RAGE,vocabulary,0.002452263,0.036924987,0.947068659,0.043585405,cognitive,vocabulary,0.987182053,No,No,DNAm,Model 1 (n=709)
FGF.21,vocabulary,-0.103817193,0.037300723,0.005526061,0.05398886,cognitive,vocabulary,0.200780213,Yes,No,DNAm,Model 1 (n=709)
HGF,vocabulary,-0.022479959,0.037293689,0.546847943,0.044072782,cognitive,vocabulary,0.852098876,No,No,DNAm,Model 1 (n=709)
MMP.1_olink,vocabulary,0.032915533,0.037964591,0.386234048,0.044599546,cognitive,vocabulary,0.779620578,No,No,DNAm,Model 1 (n=709)
OSM,vocabulary,-0.028857398,0.036832258,0.433607829,0.044412624,cognitive,vocabulary,0.822454439,No,No,DNAm,Model 1 (n=709)
TGF.alpha,vocabulary,-0.01328434,0.037197238,0.721099703,0.043752656,cognitive,vocabulary,0.924704325,No,No,DNAm,Model 1 (n=709)
VEGFA,vocabulary,-0.040005824,0.03751003,0.286546704,0.045122273,cognitive,vocabulary,0.779620578,No,No,DNAm,Model 1 (n=709)
CCL21,vocabulary,-0.022554199,0.043260305,0.602279873,0.043948547,cognitive,vocabulary,0.852098876,No,No,DNAm,Model 1 (n=709)
MMP9,vocabulary,0.000995562,0.037903813,0.979053035,0.04358035,cognitive,vocabulary,0.987182053,No,No,DNAm,Model 1 (n=709)
MPO,vocabulary,0.020821178,0.036889008,0.572642869,0.044012022,cognitive,vocabulary,0.852098876,No,No,DNAm,Model 1 (n=709)
NTRK3,vocabulary,0.019396846,0.037984895,0.609758829,0.043933537,cognitive,vocabulary,0.852098876,No,No,DNAm,Model 1 (n=709)
TNFRSF17,vocabulary,-0.041299312,0.038739541,0.286754557,0.045120944,cognitive,vocabulary,0.779620578,No,No,DNAm,Model 1 (n=709)
MIA,vocabulary,0.000598598,0.03724638,0.987182053,0.043579764,cognitive,vocabulary,0.987182053,No,No,DNAm,Model 1 (n=709)
CCL25,vocabulary,-0.035161497,0.037470491,0.348371832,0.044774196,cognitive,vocabulary,0.779620578,No,No,DNAm,Model 1 (n=709)
IGFBP1,vocabulary,0.007163879,0.049055365,0.883934288,0.043608385,cognitive,vocabulary,0.987182053,No,No,DNAm,Model 1 (n=709)
LTF,vocabulary,0.051653623,0.037860276,0.172902088,0.04610152,cognitive,vocabulary,0.688244375,No,No,DNAm,Model 1 (n=709)
BCAM,vocabulary,0.019505165,0.036847229,0.596727952,0.043959946,cognitive,vocabulary,0.852098876,No,No,DNAm,Model 1 (n=709)
EDA,vocabulary,0.020145781,0.037745294,0.593697099,0.043966263,cognitive,vocabulary,0.852098876,No,No,DNAm,Model 1 (n=709)
C5,vocabulary,0.003111837,0.03856655,0.935713433,0.043588257,cognitive,vocabulary,0.987182053,No,No,DNAm,Model 1 (n=709)
GHR,vocabulary,-0.057184942,0.038028578,0.133097812,0.046641565,cognitive,vocabulary,0.688244375,No,No,DNAm,Model 1 (n=709)
IGFBP4,vocabulary,-0.029361359,0.037805974,0.437636307,0.044398133,cognitive,vocabulary,0.822454439,No,No,DNAm,Model 1 (n=709)
CLEC11A,vocabulary,0.055972402,0.039101993,0.152746129,0.046355059,cognitive,vocabulary,0.688244375,No,No,DNAm,Model 1 (n=709)
VCAM1,vocabulary,0.001934581,0.044836797,0.965596451,0.043581942,cognitive,vocabulary,0.987182053,No,No,DNAm,Model 1 (n=709)
LGALS4,vocabulary,0.055472392,0.039016195,0.155533378,0.046317801,cognitive,vocabulary,0.688244375,No,No,DNAm,Model 1 (n=709)
CD209,vocabulary,-0.033105391,0.040483411,0.413775482,0.044487039,cognitive,vocabulary,0.80538442,No,No,DNAm,Model 1 (n=709)
IL19,vocabulary,0.020010061,0.038172014,0.60029914,0.043952588,cognitive,vocabulary,0.852098876,No,No,DNAm,Model 1 (n=709)
CXCL11,vocabulary,-0.007903961,0.038066125,0.835571947,0.043637981,cognitive,vocabulary,0.987182053,No,No,DNAm,Model 1 (n=709)
MRC2,vocabulary,-0.005374283,0.037235875,0.885280584,0.043607712,cognitive,vocabulary,0.987182053,No,No,DNAm,Model 1 (n=709)
CCL18,vocabulary,-0.050738776,0.049347198,0.304209014,0.045013513,cognitive,vocabulary,0.779620578,No,No,DNAm,Model 1 (n=709)
RETN,vocabulary,0.027621547,0.037249241,0.458617538,0.044325858,cognitive,vocabulary,0.833155195,No,No,DNAm,Model 1 (n=709)
C9,vocabulary,0.005985551,0.037813916,0.874273966,0.043613451,cognitive,vocabulary,0.987182053,No,No,DNAm,Model 1 (n=709)
RARRES2,vocabulary,-0.022907389,0.040090523,0.567916571,0.044022758,cognitive,vocabulary,0.852098876,No,No,DNAm,Model 1 (n=709)
TNFRSF1B,vocabulary,0.057835754,0.044568902,0.194825582,0.045861686,cognitive,vocabulary,0.688244375,No,No,DNAm,Model 1 (n=709)
IDUA,vocabulary,-0.048693612,0.037022535,0.188856617,0.045923761,cognitive,vocabulary,0.688244375,No,No,DNAm,Model 1 (n=709)
ADAMTS13,vocabulary,0.044848231,0.038630763,0.246057353,0.045406964,cognitive,vocabulary,0.779620578,No,No,DNAm,Model 1 (n=709)
F7,vocabulary,0.061059479,0.037400785,0.10300618,0.047186693,cognitive,vocabulary,0.688244375,No,No,DNAm,Model 1 (n=709)
GNLY,vocabulary,-0.035972787,0.0400553,0.369450952,0.044673891,cognitive,vocabulary,0.779620578,No,No,DNAm,Model 1 (n=709)
PIGR,vocabulary,-0.056229432,0.036936497,0.128376158,0.046717499,cognitive,vocabulary,0.688244375,No,No,DNAm,Model 1 (n=709)
WFIKKN2,vocabulary,0.015670038,0.041131838,0.703339697,0.043776551,cognitive,vocabulary,0.912666988,No,No,DNAm,Model 1 (n=709)
FCER2,vocabulary,-0.017691843,0.037156452,0.634119111,0.043887316,cognitive,vocabulary,0.863266809,No,No,DNAm,Model 1 (n=709)
CD48,vocabulary,0.050749655,0.037896901,0.180953874,0.046009546,cognitive,vocabulary,0.688244375,No,No,DNAm,Model 1 (n=709)
CD5L,vocabulary,-0.002154727,0.03893365,0.955880464,0.043583574,cognitive,vocabulary,0.987182053,No,No,DNAm,Model 1 (n=709)
CNTN4,vocabulary,-0.002368581,0.038578128,0.951060471,0.043584534,cognitive,vocabulary,0.987182053,No,No,DNAm,Model 1 (n=709)
FCGR3B,vocabulary,0.034849072,0.038708382,0.368269634,0.044679302,cognitive,vocabulary,0.779620578,No,No,DNAm,Model 1 (n=709)
SERPIND1,vocabulary,-0.118820896,0.038840747,0.002303654,0.056126748,cognitive,vocabulary,0.125549137,Yes,No,DNAm,Model 1 (n=709)
LY9,vocabulary,-0.036417173,0.041393633,0.379280246,0.044629788,cognitive,vocabulary,0.779620578,No,No,DNAm,Model 1 (n=709)
THBS2,vocabulary,-0.058370903,0.039483859,0.139761779,0.046539358,cognitive,vocabulary,0.688244375,No,No,DNAm,Model 1 (n=709)
ACY1,vocabulary,-0.002360198,0.046633391,0.959649251,0.043582893,cognitive,vocabulary,0.987182053,No,No,DNAm,Model 1 (n=709)
BMP1,vocabulary,-0.093673014,0.047415037,0.048590542,0.048852585,cognitive,vocabulary,0.643121033,Yes,No,DNAm,Model 1 (n=709)
TPSB2,vocabulary,0.060045977,0.036852291,0.103682287,0.047172605,cognitive,vocabulary,0.688244375,No,No,DNAm,Model 1 (n=709)
GZMA,vocabulary,-0.056086777,0.037486017,0.135048313,0.046611068,cognitive,vocabulary,0.688244375,No,No,DNAm,Model 1 (n=709)
INSR,vocabulary,-0.011548788,0.037460732,0.757952484,0.043708516,cognitive,vocabulary,0.94961863,No,No,DNAm,Model 1 (n=709)
SELE,vocabulary,-0.082093257,0.046865291,0.080263298,0.047729907,cognitive,vocabulary,0.688244375,No,No,DNAm,Model 1 (n=709)
MPL,vocabulary,0.040806241,0.037869638,0.28160591,0.045154235,cognitive,vocabulary,0.779620578,No,No,DNAm,Model 1 (n=709)
B2M,vocabulary,0.001554629,0.047935013,0.974136727,0.043580842,cognitive,vocabulary,0.987182053,No,No,DNAm,Model 1 (n=709)
LTA.LTB,vocabulary,-0.050772307,0.053684852,0.344601945,0.044793011,cognitive,vocabulary,0.779620578,No,No,DNAm,Model 1 (n=709)
CCL22,vocabulary,0.021258323,0.036924962,0.564990563,0.044029493,cognitive,vocabulary,0.852098876,No,No,DNAm,Model 1 (n=709)
CCL17,vocabulary,-0.018183063,0.037029004,0.623544685,0.043906887,cognitive,vocabulary,0.860333806,No,No,DNAm,Model 1 (n=709)
ADIPOQ,vocabulary,0.072909476,0.076783431,0.342668333,0.04480277,cognitive,vocabulary,0.779620578,No,No,DNAm,Model 1 (n=709)
CHIT1,vocabulary,-0.036638397,0.055091115,0.506235728,0.044179913,cognitive,vocabulary,0.852098876,No,No,DNAm,Model 1 (n=709)
HGFAC,vocabulary,0.076089554,0.036758688,0.038818855,0.049365315,cognitive,vocabulary,0.604465031,Yes,No,DNAm,Model 1 (n=709)
ESM1,vocabulary,0.044651678,0.037436156,0.233372246,0.045508237,cognitive,vocabulary,0.779620578,No,No,DNAm,Model 1 (n=709)
CXCL10,vocabulary,-0.043381806,0.04038983,0.283155971,0.045144132,cognitive,vocabulary,0.779620578,No,No,DNAm,Model 1 (n=709)
PAPPA,vocabulary,-0.008021962,0.037075749,0.828764511,0.043643008,cognitive,vocabulary,0.987182053,No,No,DNAm,Model 1 (n=709)
SERPINA3,vocabulary,0.002278983,0.038136469,0.952364829,0.043584264,cognitive,vocabulary,0.987182053,No,No,DNAm,Model 1 (n=709)
MMP2,vocabulary,-0.009472744,0.040691434,0.815988612,0.043653031,cognitive,vocabulary,0.987182053,No,No,DNAm,Model 1 (n=709)
CRP,vocabulary,-0.037809861,0.038933981,0.331818307,0.044858934,cognitive,vocabulary,0.779620578,No,No,DNAm,Model 1 (n=709)
MST1,vocabulary,-0.082102333,0.036726123,0.025695347,0.050321044,cognitive,vocabulary,0.466798795,Yes,No,DNAm,Model 1 (n=709)
ENPP7,vocabulary,-0.023018099,0.036943124,0.533441251,0.044106531,cognitive,vocabulary,0.852098876,No,No,DNAm,Model 1 (n=709)
C4A.C4B,vocabulary,-0.040996708,0.037179669,0.270549609,0.045228386,cognitive,vocabulary,0.779620578,No,No,DNAm,Model 1 (n=709)
MMP12,vocabulary,-0.12284262,0.054037019,0.023308233,0.050549131,cognitive,vocabulary,0.466798795,Yes,No,DNAm,Model 1 (n=709)
NCAM1,vocabulary,0.08698569,0.03821934,0.023147949,0.050565302,cognitive,vocabulary,0.466798795,Yes,No,DNAm,Model 1 (n=709)
CLEC11A.1,vocabulary,0.039878049,0.03898006,0.306641701,0.044999169,cognitive,vocabulary,0.779620578,No,No,DNAm,Model 1 (n=709)
SLITRK5,vocabulary,0.02827586,0.043490741,0.515802171,0.044153336,cognitive,vocabulary,0.852098876,No,No,DNAm,Model 1 (n=709)
AFM,vocabulary,-0.011758225,0.036914378,0.750179722,0.043717231,cognitive,vocabulary,0.94961863,No,No,DNAm,Model 1 (n=709)
SELL,vocabulary,0.043888146,0.043698175,0.315556301,0.044947842,cognitive,vocabulary,0.779620578,No,No,DNAm,Model 1 (n=709)
LYZ,vocabulary,-0.004220135,0.038191131,0.91204403,0.043596001,cognitive,vocabulary,0.987182053,No,No,DNAm,Model 1 (n=709)
MMP1,vocabulary,-0.00288871,0.038241611,0.939807799,0.043587165,cognitive,vocabulary,0.987182053,No,No,DNAm,Model 1 (n=709)
SHBG,vocabulary,0.008089259,0.057060582,0.887305284,0.043606716,cognitive,vocabulary,0.987182053,No,No,DNAm,Model 1 (n=709)
STC1,vocabulary,0.020215144,0.076104675,0.790607416,0.043675256,cognitive,vocabulary,0.979275095,No,No,DNAm,Model 1 (n=709)
GP1BA,vocabulary,0.037862827,0.037454427,0.312409731,0.044965741,cognitive,vocabulary,0.779620578,No,No,DNAm,Model 1 (n=709)
LGALS3BP,vocabulary,0.017494417,0.037558628,0.641510197,0.043874073,cognitive,vocabulary,0.863266809,No,No,DNAm,Model 1 (n=709)
CD163,vocabulary,0.022806959,0.037764304,0.546085384,0.044074661,cognitive,vocabulary,0.852098876,No,No,DNAm,Model 1 (n=709)
FAP,vocabulary,-0.03115345,0.037195072,0.4025569,0.044531518,cognitive,vocabulary,0.797794584,No,No,DNAm,Model 1 (n=709)
PRSS2,vocabulary,-0.03427248,0.038460277,0.37317261,0.044657001,cognitive,vocabulary,0.779620578,No,No,DNAm,Model 1 (n=709)
NOTCH1,vocabulary,0.016738242,0.039608076,0.672718583,0.043821972,cognitive,vocabulary,0.888302402,No,No,DNAm,Model 1 (n=709)
ICAM5,vocabulary,-0.022844544,0.037375283,0.541250837,0.044086686,cognitive,vocabulary,0.852098876,No,No,DNAm,Model 1 (n=709)
S100A9,vocabulary,0.022826124,0.03805286,0.548797185,0.044068002,cognitive,vocabulary,0.852098876,No,No,DNAm,Model 1 (n=709)
OMD,vocabulary,0.057753903,0.041488866,0.164351756,0.046204731,cognitive,vocabulary,0.688244375,No,No,DNAm,Model 1 (n=709)
